原句,分词,词频,关键词(TF-IDF),关键词(TextRank),关键词(我们的方法)
,采收率,1.0,生油,生油,世界
,配套,1.0,世界领先,世界领先,自主
,自己,1.0,油层,油层,发挥
,自主,1.0,科技进步,科技进步,作用
,系统,1.0,陆相,陆相,积极
,积极,1.0,勘探,勘探,科学家
,科技进步,1.0,印证,印证,研发
,科学家,1.0,油田,油田,自己
,研发,1.0,配套,配套,科技进步
,生油,1.0,发展,发展,提出
,理论,1.0,,,
,油田,1.0,,,
,油层,1.0,,,
,提出,1.0,,,
,我国,1.0,,,
,开发技术,1.0,,,
,开发,1.0,,,
,建设,1.0,,,
,国外同类,1.0,,,
,发挥,1.0,,,
,印证,1.0,,,
,勘探,1.0,,,
,创新,1.0,,,
,作用,1.0,,,
,乃至,1.0,,,
,主力,1.0,,,
,中国,1.0,,,
,世界领先,1.0,,,
,世界,1.0,,,
,一套,1.0,,,
,,,,,
当年的大庆会战，正是抽调国家各部门、全国各省区市和人民解放军的大批力量，集合全国200多个工矿企业、科研设计单位和高等院校的技术骨干，在输电线网、设备供应、技术研发、后勤保障等各个方面实行全国“一盘棋”、行业大协作，才从根本上奠定了大庆发展的坚实基础。,全国,3.0,大庆,大庆,发展
,大庆,2.0,全国,全国,技术
,高等院校,1.0,大协作,大协作,国家
,集合,1.0,200,200,研发
,部门,1.0,技术骨干,技术骨干,科研
,输电线,1.0,输电线,输电线,力量
,设计,1.0,一盘棋,一盘棋,全国
,设备,1.0,省区市,省区市,设备
,行业,1.0,坚实基础,坚实基础,设计
,科研,1.0,工矿企业,工矿企业,实行
,研发,1.0,后勤保障,后勤保障,高等院校
,省区市,1.0,人民解放军,人民解放军,部门
,正是,1.0,抽调,抽调,行业
,抽调,1.0,高等院校,高等院校,奠定
,技术骨干,1.0,各个方面,各个方面,多个
,技术,1.0,,,
,当年,1.0,,,
,工矿企业,1.0,,,
,实行,1.0,,,
,奠定,1.0,,,
,大批,1.0,,,
,大协作,1.0,,,
,多个,1.0,,,
,坚实基础,1.0,,,
,国家,1.0,,,
,后勤保障,1.0,,,
,各个方面,1.0,,,
,发展,1.0,,,
,单位,1.0,,,
,力量,1.0,,,
,供应,1.0,,,
,会战,1.0,,,
,从根本上,1.0,,,
,人民解放军,1.0,,,
,一盘棋,1.0,,,
,200,1.0,,,
,,,,,
大庆的实践启示我们，国有企业的发展和进步，必须突出科技创新这个主题。大庆油田从一开始投入开发，就把开拓进取的满腔热情同严格的科学态度结合起来，始终注重发挥科技的主导作用，突破油田开发的瓶颈制约，把握规律、运用规律，做到科技超前15年储备、超前10年攻关、超前5年配套，从而实现了科技的有序接替和油田的良性开发。大庆油田在开发建设中，坚持解放思想、开拓创新，坚持调整结构、转变机制、完善制度，促进了企业的良性发展。实践充分说明，国有企业只有牢牢抓住科技创新这个主导因素，才能极大地解放和发展生产力；只有牢牢抓住深化改革这个关键环节，才能走上新型工业化的发展道路。,科技,5.0,科技,科技,创新
,开发,4.0,超前,超前,科技
,发展,4.0,开发,开发,发展
,这个,3.0,大庆油田,大庆油田,建设
,超前,3.0,良性,良性,我们
,规律,2.0,牢牢,牢牢,企业
,良性,2.0,油田,油田,实现
,牢牢,2.0,国有企业,国有企业,坚持
,油田,2.0,发展,发展,发挥
,抓住,2.0,实践,实践,突破
,才能,2.0,抓住,抓住,促进
,实践,2.0,规律,规律,必须
,大庆油田,2.0,15,15,机制
,坚持,2.0,10,10,完善
,国有企业,2.0,坚持,坚持,制度
,只有,2.0,,,
,创新,2.0,,,
,配套,1.0,,,
,道路,1.0,,,
,进步,1.0,,,
,运用,1.0,,,
,转变,1.0,,,
,起来,1.0,,,
,走上,1.0,,,
,调整结构,1.0,,,
,解放思想,1.0,,,
,解放,1.0,,,
,结合,1.0,,,
,突破,1.0,,,
,突出,1.0,,,
,科学态度,1.0,,,
,生产力,1.0,,,
,瓶颈,1.0,,,
,满腔热情,1.0,,,
,深化改革,1.0,,,
,注重,1.0,,,
,极大,1.0,,,
,机制,1.0,,,
,有序,1.0,,,
,新型,1.0,,,
,攻关,1.0,,,
,接替,1.0,,,
,投入,1.0,,,
,把握,1.0,,,
,我们,1.0,,,
,必须,1.0,,,
,开拓进取,1.0,,,
,开拓创新,1.0,,,
,开始,1.0,,,
,建设,1.0,,,
,工业化,1.0,,,
,实现,1.0,,,
,完善,1.0,,,
,始终,1.0,,,
,大庆,1.0,,,
,因素,1.0,,,
,启示,1.0,,,
,发挥,1.0,,,
,制约,1.0,,,
,制度,1.0,,,
,关键环节,1.0,,,
,充分说明,1.0,,,
,储备,1.0,,,
,做到,1.0,,,
,促进,1.0,,,
,企业,1.0,,,
,从而,1.0,,,
,主题,1.0,,,
,主导作用,1.0,,,
,主导,1.0,,,
,严格,1.0,,,
,15,1.0,,,
,10,1.0,,,
,,,,,
要进一步培养干事创业激情，保持锐气、焕发朝气、增添勇气，奋力开拓大庆油田更为广阔的发展前景。要深化企业内部改革，切实解决发展中遇到的深层次问题。要大力推进自主创新，充分发挥科技第一生产力的作用，促进企业发展方式的转变，走出一条持续健康的创新发展之路。,发展,3.0,创新,创新,创新
,创新,2.0,发展,发展,科技
,企业,2.0,朝气,朝气,发展
,问题,1.0,大庆油田,大庆油田,企业
,锐气,1.0,焕发,焕发,自主
,遇到,1.0,锐气,锐气,推进
,进一步,1.0,深层次,深层次,促进
,转变,1.0,奋力,奋力,问题
,走出,1.0,企业,企业,作用
,解决,1.0,发展前景,发展前景,改革
,自主,1.0,干事,干事,深化
,第一,1.0,增添,增添,持续
,科技,1.0,勇气,勇气,培养
,生产力,1.0,激情,激情,第一
,焕发,1.0,开拓,开拓,健康
,激情,1.0,,,
,深层次,1.0,,,
,深化,1.0,,,
,朝气,1.0,,,
,更为,1.0,,,
,方式,1.0,,,
,改革,1.0,,,
,推进,1.0,,,
,持续,1.0,,,
,开拓,1.0,,,
,广阔,1.0,,,
,干事,1.0,,,
,奋力,1.0,,,
,大庆油田,1.0,,,
,大力,1.0,,,
,增添,1.0,,,
,培养,1.0,,,
,发展前景,1.0,,,
,勇气,1.0,,,
,创业,1.0,,,
,切实,1.0,,,
,内部,1.0,,,
,充分发挥,1.0,,,
,健康,1.0,,,
,保持,1.0,,,
,促进,1.0,,,
,作用,1.0,,,
,一条,1.0,,,
,,,,,
当今世界正处在大发展大变革大调整时期。世界多极化、经济全球化深入发展，科技进步日新月异，世界经济格局发生新变化，国际力量对比出现新态势，全球思想文化交流交融交锋呈现新特点，发达国家在经济、科技等方面仍占优势，综合国力竞争和各种力量较量更趋激烈，不稳定不确定因素有所增多，给我国发展带来新的机遇和挑战。,经济,3.0,多极化,多极化,科技
,发展,3.0,发展,发展,发展
,世界,2.0,经济,经济,经济
,较量,1.0,综合国力,综合国力,我国
,调整,1.0,日新月异,日新月异,世界
,综合国力,1.0,科技进步,科技进步,国际
,竞争,1.0,交融,交融,全球
,稳定,1.0,力量对比,力量对比,变革
,科技进步,1.0,更趋,更趋,方面
,科技,1.0,当今世界,当今世界,力量
,确定,1.0,世界,世界,机遇
,特点,1.0,交锋,交锋,科技进步
,激烈,1.0,全球化,全球化,挑战
,深入,1.0,文化交流,文化交流,竞争
,格局,1.0,较量,较量,格局
,机遇,1.0,,,
,有所,1.0,,,
,更趋,1.0,,,
,时期,1.0,,,
,日新月异,1.0,,,
,方面,1.0,,,
,文化交流,1.0,,,
,挑战,1.0,,,
,我国,1.0,,,
,思想,1.0,,,
,态势,1.0,,,
,当今世界,1.0,,,
,带来,1.0,,,
,多极化,1.0,,,
,处在,1.0,,,
,增多,1.0,,,
,国际,1.0,,,
,因素,1.0,,,
,呈现,1.0,,,
,各种,1.0,,,
,变革,1.0,,,
,变化,1.0,,,
,发达国家,1.0,,,
,发生,1.0,,,
,占优势,1.0,,,
,力量对比,1.0,,,
,力量,1.0,,,
,出现,1.0,,,
,全球化,1.0,,,
,全球,1.0,,,
,交锋,1.0,,,
,交融,1.0,,,
,,,,,
以科学方法推进党的建设，最根本的是既要继承和发展党在长期实践中积累的党的建设成功方法，又要积极探索运用现代科学方法，包括探索运用信息网络技术，探索运用现代管理学、组织学、心理学等现代科学方法，借鉴外国执政党建设的有益做法，不断提高党建工作水平。,方法,4.0,方法,方法,发展
,运用,3.0,现代科学,现代科学,技术
,现代科学,2.0,党的建设,党的建设,建设
,探索,2.0,运用,运用,科学
,党的建设,2.0,探索,探索,推进
,长期实践,1.0,长期实践,长期实践,提高
,继承,1.0,组织学,组织学,工作
,组织学,1.0,管理学,管理学,不断
,管理学,1.0,党建,党建,水平
,积累,1.0,信息网络,信息网络,现代
,积极探索,1.0,积极探索,积极探索,探索
,科学,1.0,执政党,执政党,运用
,现代,1.0,有益,有益,方法
,水平,1.0,心理学,心理学,成功
,根本,1.0,借鉴,借鉴,根本
,有益,1.0,,,
,提高,1.0,,,
,推进,1.0,,,
,技术,1.0,,,
,执政党,1.0,,,
,成功,1.0,,,
,心理学,1.0,,,
,建设,1.0,,,
,工作,1.0,,,
,外国,1.0,,,
,发展,1.0,,,
,包括,1.0,,,
,党建,1.0,,,
,做法,1.0,,,
,借鉴,1.0,,,
,信息网络,1.0,,,
,不断,1.0,,,
,,,,,
以人民群众为主体的社会实践具有一往无前的革命性品格，探求未知的道路上会不断遇到各种新情况新问题，需要有远大的目光和开拓奋进的勇气，需要掌握和运用人类创造的最新理论成果、最新科学知识及时总结经验、深刻揭示规律、科学预见未来。,需要,2.0,最新,最新,科学
,最新,2.0,奋进,奋进,社会
,预见,1.0,一往无前,一往无前,人类
,革命性,1.0,总结经验,总结经验,问题
,问题,1.0,远大,远大,人民
,道路,1.0,科学知识,科学知识,不断
,遇到,1.0,探求,探求,成果
,远大,1.0,革命性,革命性,具有
,运用,1.0,品格,品格,需要
,规律,1.0,需要,需要,创造
,群众,1.0,预见,预见,未来
,科学知识,1.0,未知,未知,掌握
,科学,1.0,勇气,勇气,主体
,社会,1.0,开拓,开拓,规律
,目光,1.0,揭示,揭示,运用
,理论,1.0,,,
,深刻,1.0,,,
,未知,1.0,,,
,未来,1.0,,,
,揭示,1.0,,,
,探求,1.0,,,
,掌握,1.0,,,
,成果,1.0,,,
,情况,1.0,,,
,总结经验,1.0,,,
,开拓,1.0,,,
,实践,1.0,,,
,奋进,1.0,,,
,品格,1.0,,,
,各种,1.0,,,
,及时,1.0,,,
,勇气,1.0,,,
,创造,1.0,,,
,具有,1.0,,,
,人类,1.0,,,
,人民,1.0,,,
,主体,1.0,,,
,不断,1.0,,,
,一往无前,1.0,,,
,,,,,
当今世界在深刻变化，国际形势在不断发展，社会实践在不断深入。最近一百多年来，人类社会发展变化的剧烈和深刻程度远远超出了人们的预料。从两次世界大战到美苏争霸、到两极格局终结、再到多极化加速发展，世界格局在深刻变动；从经典力学到相对论、到新技术革命迅猛发展、再到互联网的普及，科技进步日新月异；从农业社会到工业社会、再到信息社会，人类的生产生活方式今非昔比。,社会,5.0,社会,社会,发展
,深刻,3.0,深刻,深刻,技术
,发展,3.0,格局,格局,世界
,格局,2.0,人类,人类,社会
,变化,2.0,多极化,多极化,农业
,人类,2.0,发展,发展,人类
,预料,1.0,今非昔比,今非昔比,不断
,革命,1.0,经典力学,经典力学,革命
,远远,1.0,不断深入,不断深入,生产
,迅猛发展,1.0,美苏,美苏,生活
,超出,1.0,日新月异,日新月异,方式
,美苏,1.0,科技进步,科技进步,互联网
,经典力学,1.0,一百多年,一百多年,科技进步
,终结,1.0,变化,变化,加速
,程度,1.0,国际形势,国际形势,格局
,科技进步,1.0,,,
,相对论,1.0,,,
,生活,1.0,,,
,生产,1.0,,,
,最近,1.0,,,
,普及,1.0,,,
,日新月异,1.0,,,
,方式,1.0,,,
,技术,1.0,,,
,当今世界,1.0,,,
,工业,1.0,,,
,实践,1.0,,,
,多极化,1.0,,,
,国际形势,1.0,,,
,变动,1.0,,,
,加速,1.0,,,
,剧烈,1.0,,,
,农业,1.0,,,
,信息,1.0,,,
,今非昔比,1.0,,,
,人们,1.0,,,
,互联网,1.0,,,
,争霸,1.0,,,
,两次,1.0,,,
,两极,1.0,,,
,世界大战,1.0,,,
,世界,1.0,,,
,不断深入,1.0,,,
,不断,1.0,,,
,一百多年,1.0,,,
,,,,,
要清醒地看到，我国面临着发达国家在经济科技方面长期占优势的压力，国际上综合国力竞争更趋激烈。要使中国特色社会主义赢得与资本主义相比较的优势，要牢牢掌握加快我国发展的主动权，就必须大胆吸收和借鉴人类社会创造的一切文明成果，吸收和借鉴当今世界各国包括资本主义发达国家一切反映现代社会化生产规律的先进经营方式和管理方法。,资本主义,2.0,借鉴,借鉴,科技
,我国,2.0,发达国家,发达国家,发展
,吸收,2.0,吸收,吸收,经济
,发达国家,2.0,资本主义,资本主义,加快
,借鉴,2.0,综合国力,综合国力,我国
,一切,2.0,一切,一切,中国
,面临,1.0,经营方式,经营方式,国际
,长期,1.0,我国,我国,社会
,赢得,1.0,更趋,更趋,人类
,规律,1.0,当今世界,当今世界,优势
,综合国力,1.0,主动权,主动权,成果
,经营方式,1.0,社会化,社会化,必须
,经济,1.0,牢牢,牢牢,方面
,管理,1.0,占优势,占优势,创造
,竞争,1.0,清醒,清醒,各国
,科技,1.0,,,
,社会化,1.0,,,
,社会主义,1.0,,,
,社会,1.0,,,
,看到,1.0,,,
,生产,1.0,,,
,现代,1.0,,,
,特色,1.0,,,
,牢牢,1.0,,,
,激烈,1.0,,,
,清醒,1.0,,,
,比较,1.0,,,
,更趋,1.0,,,
,方面,1.0,,,
,方法,1.0,,,
,文明,1.0,,,
,掌握,1.0,,,
,成果,1.0,,,
,必须,1.0,,,
,当今世界,1.0,,,
,大胆,1.0,,,
,国际,1.0,,,
,各国,1.0,,,
,发展,1.0,,,
,反映,1.0,,,
,压力,1.0,,,
,占优势,1.0,,,
,包括,1.0,,,
,加快,1.0,,,
,创造,1.0,,,
,先进,1.0,,,
,优势,1.0,,,
,人类,1.0,,,
,主动权,1.0,,,
,中国,1.0,,,
,,,,,
建设马克思主义学习型政党，就是要把学习科学理论和先进知识在全党形成制度、形成风气，就是要以有效的学习提升党的创新能力，增强党的生机活力。,形成,2.0,学习,学习,建设
,就是,2.0,学习型,学习型,科学
,学习,2.0,全党,全党,提升
,马克思主义,1.0,生机,生机,形成
,风气,1.0,创新能力,创新能力,创新能力
,科学,1.0,形成,形成,增强
,知识,1.0,风气,风气,先进
,生机,1.0,活力,活力,制度
,理论,1.0,马克思主义,马克思主义,活力
,活力,1.0,政党,政党,知识
,有效,1.0,就是,就是,就是
,政党,1.0,知识,知识,学习
,提升,1.0,先进,先进,有效
,建设,1.0,增强,增强,理论
,学习型,1.0,科学,科学,风气
,增强,1.0,,,
,制度,1.0,,,
,创新能力,1.0,,,
,全党,1.0,,,
,先进,1.0,,,
,,,,,
要清醒地看到，我国面临着发达国家在经济科技方面长期占优势的压力，国际上综合国力竞争更趋激烈。,面临,1.0,综合国力,综合国力,科技
,长期,1.0,更趋,更趋,经济
,综合国力,1.0,占优势,占优势,我国
,经济,1.0,清醒,清醒,国际
,竞争,1.0,发达国家,发达国家,方面
,科技,1.0,激烈,激烈,竞争
,看到,1.0,竞争,竞争,面临
,激烈,1.0,科技,科技,长期
,清醒,1.0,面临,面临,看到
,更趋,1.0,长期,长期,激烈
,方面,1.0,压力,压力,综合国力
,我国,1.0,我国,我国,发达国家
,国际,1.0,看到,看到,更趋
,发达国家,1.0,国际,国际,压力
,压力,1.0,方面,方面,占优势
,占优势,1.0,,,
,,,,,
我们提出尊重和保护一切有益于人民和社会的劳动；提出让一切劳动、知识、技术、管理和资本的活力竞相迸发，让一切创造社会财富的源泉充分涌流；提出要在积极发展资本和技术密集型企业的同时，大力发展劳动密集型企业。,提出,3.0,一切,一切,发展
,一切,3.0,提出,提出,技术
,资本,2.0,劳动,劳动,我们
,社会,2.0,涌流,涌流,企业
,技术,2.0,迸发,迸发,社会
,劳动,2.0,资本,资本,人民
,企业,2.0,密集型,密集型,积极
,迸发,1.0,技术,技术,创造
,财富,1.0,有益于,有益于,管理
,管理,1.0,劳动密集型,劳动密集型,活力
,竞相,1.0,社会,社会,提出
,积极,1.0,竞相,竞相,知识
,知识,1.0,企业,企业,保护
,源泉,1.0,源泉,源泉,同时
,涌流,1.0,大力发展,大力发展,充分
,活力,1.0,,,
,有益于,1.0,,,
,我们,1.0,,,
,尊重,1.0,,,
,密集型,1.0,,,
,大力发展,1.0,,,
,同时,1.0,,,
,发展,1.0,,,
,劳动密集型,1.0,,,
,创造,1.0,,,
,充分,1.0,,,
,保护,1.0,,,
,人民,1.0,,,
,,,,,
中共中央决定以扩大内需为基本立足点，大规模增加政府支出、扩大消费需求；以结构调整为主攻方向，大范围实施产业调整振兴规划；以科技创新为重要支撑，大力度推进科技进步和创新；以改善民生为根本目的，大幅度提高社会保障水平；以深化改革为强大动力，大强度推进重点领域和关键环节的改革。,推进,2.0,创新,创新,创新
,创新,2.0,推进,推进,科技
,领域,1.0,立足点,立足点,产业
,需求,1.0,科技进步,科技进步,领域
,重要,1.0,关键环节,关键环节,重要
,重点,1.0,大幅度提高,大幅度提高,推进
,调整,1.0,深化改革,深化改革,支撑
,规划,1.0,社会保障,社会保障,水平
,范围,1.0,扩大内需,扩大内需,改革
,结构调整,1.0,中共中央,中共中央,重点
,立足点,1.0,振兴,振兴,实施
,科技进步,1.0,民生,民生,需求
,科技,1.0,强度,强度,力度
,社会保障,1.0,支出,支出,动力
,目的,1.0,结构调整,结构调整,政府
,深化改革,1.0,,,
,消费,1.0,,,
,水平,1.0,,,
,民生,1.0,,,
,根本,1.0,,,
,方向,1.0,,,
,政府,1.0,,,
,改革,1.0,,,
,改善,1.0,,,
,支撑,1.0,,,
,支出,1.0,,,
,振兴,1.0,,,
,扩大内需,1.0,,,
,扩大,1.0,,,
,强度,1.0,,,
,强大,1.0,,,
,实施,1.0,,,
,大规模,1.0,,,
,大幅度提高,1.0,,,
,增加,1.0,,,
,基本,1.0,,,
,动力,1.0,,,
,力度,1.0,,,
,决定,1.0,,,
,关键环节,1.0,,,
,产业,1.0,,,
,为主,1.0,,,
,中共中央,1.0,,,
,,,,,
促进经济增长由主要依靠投资、出口拉动向依靠消费、投资、出口协调拉动转变，由主要依靠第二产业带动向依靠第一、第二、第三产业协同带动转变，由主要依靠增加物质资源消耗向主要依靠科技进步、劳动者素质提高、管理创新转变，使经济社会全面协调可持续发展。,依靠,6.0,依靠,依靠,创新
,主要,4.0,转变,转变,发展
,转变,3.0,主要,主要,经济
,拉动,2.0,拉动,拉动,提高
,投资,2.0,协调,协调,资源
,带动,2.0,带动,带动,促进
,协调,2.0,出口,出口,全面
,出口,2.0,第二产业,第二产业,经济社会
,资源,1.0,科技进步,科技进步,持续
,经济社会,1.0,第三产业,第三产业,第一
,经济,1.0,协同,协同,管理
,素质,1.0,素质,素质,转变
,管理,1.0,投资,投资,依靠
,第二产业,1.0,经济社会,经济社会,增长
,第二,1.0,劳动者,劳动者,协同
,第三产业,1.0,,,
,第一,1.0,,,
,科技进步,1.0,,,
,物质,1.0,,,
,消费,1.0,,,
,消耗,1.0,,,
,提高,1.0,,,
,持续,1.0,,,
,增长,1.0,,,
,增加,1.0,,,
,发展,1.0,,,
,协同,1.0,,,
,劳动者,1.0,,,
,创新,1.0,,,
,全面,1.0,,,
,促进,1.0,,,
,,,,,
既要坚持和发展马克思主义史学研究的优良传统，坚持和发展党史工作积累的成功经验和方法，也要吸收借鉴古今中外史学研究的有益经验和方法，还要积极运用现代科学技术，创新党史研究的手段、方法、载体。要注重发挥互联网等现代传媒在人们工作和生活中的独特作用，加大党史宣传教育和党史知识普及力度。,党史,4.0,党史,党史,创新
,研究,3.0,史学,史学,发展
,方法,3.0,方法,方法,研究
,现代,2.0,研究,研究,坚持
,工作,2.0,坚持,坚持,发挥
,坚持,2.0,现代,现代,作用
,史学,2.0,宣传教育,宣传教育,工作
,发展,2.0,古今中外,古今中外,科学技术
,马克思主义,1.0,成功经验,成功经验,积极
,还要,1.0,优良传统,优良传统,加大
,运用,1.0,工作,工作,现代
,载体,1.0,载体,载体,力度
,经验,1.0,有益,有益,生活
,积累,1.0,传媒,传媒,互联网
,积极,1.0,普及,普及,知识
,科学技术,1.0,,,
,知识,1.0,,,
,生活,1.0,,,
,独特,1.0,,,
,注重,1.0,,,
,有益,1.0,,,
,普及,1.0,,,
,手段,1.0,,,
,成功经验,1.0,,,
,宣传教育,1.0,,,
,吸收,1.0,,,
,古今中外,1.0,,,
,发挥,1.0,,,
,加大,1.0,,,
,力度,1.0,,,
,创新,1.0,,,
,借鉴,1.0,,,
,作用,1.0,,,
,传媒,1.0,,,
,优良传统,1.0,,,
,人们,1.0,,,
,互联网,1.0,,,
,,,,,
要以高度负责态度应对气候变化，加快经济发展方式转变和经济结构调整，抓紧研发和推广低碳技术，深入开展节能减排全民行动，努力实现“十一五”节能减排目标，践行相关国家承诺。,节能,2.0,节能,节能,发展
,经济,2.0,减排,减排,技术
,减排,2.0,低碳,低碳,经济
,高度负责,1.0,高度负责,高度负责,国家
,转变,1.0,践行,践行,加快
,践行,1.0,深入开展,深入开展,研发
,行动,1.0,努力实现,努力实现,转变
,结构调整,1.0,十一五,十一五,方式
,研发,1.0,全民,全民,目标
,相关,1.0,抓紧,抓紧,低碳
,目标,1.0,经济,经济,全民
,深入开展,1.0,气候变化,气候变化,应对
,气候变化,1.0,推广,推广,推广
,方式,1.0,研发,研发,气候变化
,推广,1.0,结构调整,结构调整,努力实现
,抓紧,1.0,,,
,技术,1.0,,,
,承诺,1.0,,,
,态度,1.0,,,
,应对,1.0,,,
,国家,1.0,,,
,发展,1.0,,,
,十一五,1.0,,,
,努力实现,1.0,,,
,加快,1.0,,,
,全民,1.0,,,
,低碳,1.0,,,
,,,,,
全球气候变化正深刻影响着人类生存和发展。我国处在工业化、城镇化快速发展阶段，面临的环境压力尤为突出。今年全国科普日活动主题瞄准国际经济科技竞争制高点，紧扣党和国家工作着力点，是科技工作围绕中心、服务大局的生动体现。全社会要继续深入开展节能减排全民行动，坚决落实应对气候变化国家方案。,科技,2.0,气候变化,气候变化,科技
,气候变化,2.0,服务大局,服务大局,发展
,工作,2.0,科技,科技,经济
,发展,2.0,环境压力,环境压力,国家
,面临,1.0,紧扣,紧扣,我国
,阶段,1.0,深刻影响,深刻影响,国际
,行动,1.0,深入开展,深入开展,社会
,落实,1.0,科普,科普,全球
,节能,1.0,着力点,着力点,人类
,继续,1.0,党和国家,党和国家,工作
,经济,1.0,制高点,制高点,继续
,紧扣,1.0,全民,全民,科普
,竞争,1.0,工作,工作,围绕
,突出,1.0,瞄准,瞄准,活动
,科普,1.0,城镇化,城镇化,全国
,社会,1.0,,,
,瞄准,1.0,,,
,着力点,1.0,,,
,生存,1.0,,,
,生动,1.0,,,
,环境压力,1.0,,,
,深刻影响,1.0,,,
,深入开展,1.0,,,
,活动,1.0,,,
,服务大局,1.0,,,
,方案,1.0,,,
,我国,1.0,,,
,快速,1.0,,,
,应对,1.0,,,
,工业化,1.0,,,
,尤为,1.0,,,
,处在,1.0,,,
,城镇化,1.0,,,
,坚决,1.0,,,
,国际,1.0,,,
,国家,1.0,,,
,围绕,1.0,,,
,制高点,1.0,,,
,减排,1.0,,,
,全球,1.0,,,
,全民,1.0,,,
,全国,1.0,,,
,党和国家,1.0,,,
,体现,1.0,,,
,今年,1.0,,,
,人类,1.0,,,
,主题,1.0,,,
,中心,1.0,,,
,,,,,
很高兴能在北京主场“低碳生活展区”见到同学们。这说明，广大青少年也积极投身到节能减排全民行动中来了。保护地球家园，是每个国家、每个民族、每个公民的共同责任。我国开展节能减排全民行动，既造福广大青少年，又要充分依靠广大青少年。希望广大青少年继续开动脑筋，提出更多低碳生活“金点子”，贡献更多绿色低碳技术小发明，争当地球家园呵护者、绿色低碳理念传播者、低碳生活方式践行者，为建设绿色低碳新家园多作贡献。,低碳,5.0,低碳,低碳,技术
,青少年,4.0,青少年,青少年,建设
,广大,4.0,广大,广大,国家
,绿色,3.0,绿色,绿色,我国
,生活,3.0,每个,每个,广大
,每个,3.0,家园,家园,积极
,行动,2.0,全民,全民,希望
,节能,2.0,生活,生活,开展
,家园,2.0,小发明,小发明,贡献
,地球,2.0,节能,节能,共同
,减排,2.0,减排,减排,生活
,全民,2.0,金点子,金点子,绿色
,高兴,1.0,新家园,新家园,继续
,金点子,1.0,地球,地球,方式
,造福,1.0,中来,中来,依靠
,责任,1.0,,,
,贡献,1.0,,,
,说明,1.0,,,
,见到,1.0,,,
,行者,1.0,,,
,继续,1.0,,,
,积极,1.0,,,
,理念,1.0,,,
,民族,1.0,,,
,方式,1.0,,,
,新家园,1.0,,,
,提出,1.0,,,
,投身,1.0,,,
,技术,1.0,,,
,我国,1.0,,,
,开展,1.0,,,
,开动脑筋,1.0,,,
,建设,1.0,,,
,希望,1.0,,,
,展区,1.0,,,
,小发明,1.0,,,
,国家,1.0,,,
,呵护,1.0,,,
,同学,1.0,,,
,北京,1.0,,,
,共同,1.0,,,
,公民,1.0,,,
,充分,1.0,,,
,保护,1.0,,,
,依靠,1.0,,,
,作贡献,1.0,,,
,传播者,1.0,,,
,争当,1.0,,,
,主场,1.0,,,
,中来,1.0,,,
,,,,,
今天我们在全国科普日活动北京主场，体会到了广大科技工作者和社会公众在“坚持科学发展、走近低碳生活”方面的巨大热情和智慧。中科院实行开门办科普、中国科协组织全国广大科技工作者联手办科普的创新举措，也给我们留下深刻印象。科学研究和科学普及好比鸟之双翼、车之双轮，不可或缺、不可偏废。在新形势下，广大科技工作者要遵照胡锦涛总书记在纪念中国科协成立50周年大会上的讲话精神，继续在促进科技成果繁荣发展、科学技术普及推广这两个方面发挥重要作用。,科普,3.0,科普,科普,创新
,科技,3.0,工作者,工作者,科技
,广大,3.0,中国科协,中国科协,发展
,工作者,3.0,广大,广大,我们
,方面,2.0,科技,科技,科学
,我们,2.0,低碳,低碳,重要
,发展,2.0,50,50,坚持
,全国,2.0,不可偏废,不可偏废,发挥
,中国科协,2.0,科学普及,科学普及,促进
,重要,1.0,双翼,双翼,作用
,遵照,1.0,科技成果,科技成果,工作者
,走近,1.0,新形势下,新形势下,科学技术
,讲话,1.0,中科院,中科院,广大
,胡锦涛,1.0,双轮,双轮,方面
,联手,1.0,深刻印象,深刻印象,精神
,继续,1.0,,,
,组织,1.0,,,
,纪念,1.0,,,
,繁荣,1.0,,,
,精神,1.0,,,
,科技成果,1.0,,,
,科学研究,1.0,,,
,科学普及,1.0,,,
,科学技术,1.0,,,
,科学,1.0,,,
,社会公众,1.0,,,
,留下,1.0,,,
,生活,1.0,,,
,热情,1.0,,,
,深刻印象,1.0,,,
,活动,1.0,,,
,智慧,1.0,,,
,普及,1.0,,,
,新形势下,1.0,,,
,推广,1.0,,,
,成立,1.0,,,
,总书记,1.0,,,
,开门,1.0,,,
,巨大,1.0,,,
,实行,1.0,,,
,好比,1.0,,,
,大会,1.0,,,
,坚持,1.0,,,
,周年,1.0,,,
,发挥,1.0,,,
,双轮,1.0,,,
,双翼,1.0,,,
,北京,1.0,,,
,创新,1.0,,,
,促进,1.0,,,
,作用,1.0,,,
,体会,1.0,,,
,低碳,1.0,,,
,今天,1.0,,,
,举措,1.0,,,
,主场,1.0,,,
,中科院,1.0,,,
,两个,1.0,,,
,不可或缺,1.0,,,
,不可偏废,1.0,,,
,50,1.0,,,
,,,,,
全国各级科协组织深入贯彻科学技术普及法和全民科学素质行动计划纲要，大力度开展科普工作，大幅度提高全民科学素质，进一步推动形成社会化科普工作格局，不断为建设创新型国家建功立业。,素质,2.0,科普,科普,建设
,科普,2.0,全民,全民,国家
,科学,2.0,素质,素质,推动
,工作,2.0,科协,科协,科学
,全民,2.0,科学,科学,形成
,进一步,1.0,建功立业,建功立业,工作
